,Unnamed: 0,id,name,location,categories,referralId,hasPerk,venuePage
340,3998,4d1e50096e8c370424c0e59f,Cynthia's Chinese Restaurant,"{'address': '2460 Neyagawa Blvd', 'crossStreet': 'at Dundas St W', 'lat': 43.463669425611755, 'lng': -79.74428849759141, 'labeledLatLngs': [{'label': 'display', 'lat': 43.463669425611755, 'lng': -79.74428849759141}], 'postalCode': 'L6H 7P4', 'cc': 'CA', 'city': 'Oakville', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['2460 Neyagawa Blvd (at Dundas St W)', 'Oakville ON L6H 7P4', 'Canada']}","[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",v-1603634279,False,
341,4090,4c6b29066af58cfa96a08417,the chinese restaurant (beside Fire Fly),"{'address': 'FMP', 'lat': 43.877382, 'lng': -79.24244, 'labeledLatLngs': [{'label': 'display', 'lat': 43.877382, 'lng': -79.24244}], 'cc': 'CA', 'city': 'Markham', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['FMP', 'Markham ON', 'Canada']}",[],v-1603634279,False,
342,4091,4c0465d1f423a5937d9fd116,Hong Yu Chinese Restaurant,"{'address': '189 Sheppard Ave East', 'lat': 43.853208, 'lng': -79.225874, 'labeledLatLngs': [{'label': 'display', 'lat': 43.853208, 'lng': -79.225874}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['189 Sheppard Ave East', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603634279,False,
343,0,4b06f192f964a520c1f322e3,Japanese Canadian Cultural Centre,"{'address': '6 Garamond Crt', 'crossStreet': 'Don Mills Rd. & Eglinton Ave. E', 'lat': 43.726429, 'lng': -79.334971, 'labeledLatLngs': [{'label': 'display', 'lat': 43.726429, 'lng': -79.334971}], 'postalCode': 'M3C 1Z5', 'cc': 'CA', 'neighborhood': 'Sunnybrook - York Mills', 'city': 'North York', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['6 Garamond Crt (Don Mills Rd. & Eglinton Ave. E)', 'North York ON M3C 1Z5', 'Canada']}","[{'id': '4bf58dd8d48988d1e2931735', 'name': 'Art Gallery', 'pluralName': 'Art Galleries', 'shortName': 'Art Gallery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
344,1,4d4d8afe80cb6dcb447a1101,Japanese Express 櫻花日本料理,"{'address': '4300 Steeles Ave. E', 'crossStreet': 'in Pacific Mall, Unit F3', 'lat': 43.82561059140757, 'lng': -79.30609703063965, 'labeledLatLngs': [{'label': 'display', 'lat': 43.82561059140757, 'lng': -79.30609703063965}], 'postalCode': 'L3R 0Y5', 'cc': 'CA', 'city': 'Markham', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['4300 Steeles Ave. E (in Pacific Mall, Unit F3)', 'Markham ON L3R 0Y5', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
345,2,5dbc9bbe65635a00087b790e,Chiba Japanese Restaurant,"{'address': '3555 Don Mills Rd', 'lat': 43.79423, 'lng': -79.35371, 'labeledLatLngs': [{'label': 'display', 'lat': 43.79423, 'lng': -79.35371}], 'cc': 'CA', 'state': 'Ontario', 'country': 'Canada', 'formattedAddress': ['3555 Don Mills Rd', 'Ontario', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
346,3,5968db248ad62e41be98d3cd,The Centre For Japanese Acupuncture,"{'address': '165 York Mills Rd', 'crossStreet': 'York Mills And Yonge', 'lat': 43.746144, 'lng': -79.392684, 'labeledLatLngs': [{'label': 'display', 'lat': 43.746144, 'lng': -79.392684}], 'postalCode': 'M2L 1K6', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['165 York Mills Rd (York Mills And Yonge)', 'Toronto ON M2L 1K6', 'Canada']}","[{'id': '52e81612bcbc57f1066b7a3b', 'name': 'Acupuncturist', 'pluralName': 'Acupuncturists', 'shortName': 'Acupuncturist', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
347,4,53bafb4f498eb927faa3cd9e,Matsuda Japanese Cuisine & Teppanyaki,"{'address': '1300 Don Mills Rd #2', 'lat': 43.74549366550305, 'lng': -79.34582141079446, 'labeledLatLngs': [{'label': 'display', 'lat': 43.74549366550305, 'lng': -79.34582141079446}], 'postalCode': 'M3B 2W6', 'cc': 'CA', 'city': 'North York', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1300 Don Mills Rd #2', 'North York ON M3B 2W6', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
348,5,5e039736fcbf910007ec40b4,一鮨 Ichi Don Japanese Restaurant,"{'address': '3636 Steeles Avenue East', 'lat': 43.819478, 'lng': -79.330682, 'labeledLatLngs': [{'label': 'display', 'lat': 43.819478, 'lng': -79.330682}], 'postalCode': 'L3R', 'cc': 'CA', 'city': 'Markham', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['3636 Steeles Avenue East', 'Markham ON L3R', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
349,6,4cbce47cdd41a35d8040f6a0,Matsuda Japanese Cuisine 松田日本料理,"{'address': '5651 Steeles Ave. E', 'crossStreet': 'at Middlefield Rd.', 'lat': 43.83183193799915, 'lng': -79.26630367672558, 'labeledLatLngs': [{'label': 'display', 'lat': 43.83183193799915, 'lng': -79.26630367672558}], 'postalCode': 'M1V 5P6', 'cc': 'CA', 'city': 'Scarborough', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['5651 Steeles Ave. E (at Middlefield Rd.)', 'Scarborough ON M1V 5P6', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
350,7,4d2f8a98789a8cfa6b0826c6,In Cheon House Korean & Japanese Restaurant 인천관,"{'address': '9 Glen Watford Dr.', 'crossStreet': 'at Sheppard Ave. E', 'lat': 43.78646767038441, 'lng': -79.27569314969834, 'labeledLatLngs': [{'label': 'display', 'lat': 43.78646767038441, 'lng': -79.27569314969834}], 'postalCode': 'M1S 2B9', 'cc': 'CA', 'city': 'Scarborough', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['9 Glen Watford Dr. (at Sheppard Ave. E)', 'Scarborough ON M1S 2B9', 'Canada']}","[{'id': '4bf58dd8d48988d113941735', 'name': 'Korean Restaurant', 'pluralName': 'Korean Restaurants', 'shortName': 'Korean', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/korean_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
351,8,4e0216dfb61c90045007088c,Gill - Fine Japanese Fusion Cuisine,"{'address': '1560 Yonge St. #201', 'crossStreet': 'Yonge & Heath', 'lat': 43.68973742286628, 'lng': -79.39499616622925, 'labeledLatLngs': [{'label': 'display', 'lat': 43.68973742286628, 'lng': -79.39499616622925}], 'postalCode': 'M4T 2S9', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1560 Yonge St. #201 (Yonge & Heath)', 'Toronto ON M4T 2S9', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
352,9,4ad4c061f964a52092f720e3,Katsura Japanese Restaurant 桂,"{'address': '900 York Mills Rd.', 'crossStreet': 'at Westin Prince Hotel', 'lat': 43.75625865963421, 'lng': -79.34957097779701, 'labeledLatLngs': [{'label': 'display', 'lat': 43.75625865963421, 'lng': -79.34957097779701}], 'postalCode': 'M3B 3H2', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['900 York Mills Rd. (at Westin Prince Hotel)', 'Toronto ON M3B 3H2', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
353,10,4af9f163f964a520721522e3,Sakura Korean & Japanese Restaurant,"{'address': '7010 Warden Ave', 'crossStreet': 'at Steeles Ave', 'lat': 43.820382740094196, 'lng': -79.32568980265346, 'labeledLatLngs': [{'label': 'display', 'lat': 43.820382740094196, 'lng': -79.32568980265346}], 'postalCode': 'L3R 5Y3', 'cc': 'CA', 'city': 'Markham', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['7010 Warden Ave (at Steeles Ave)', 'Markham ON L3R 5Y3', 'Canada']}","[{'id': '4bf58dd8d48988d113941735', 'name': 'Korean Restaurant', 'pluralName': 'Korean Restaurants', 'shortName': 'Korean', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/korean_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
354,11,53094ab6498ec7b76dbfb46c,Yokohama Japanese Cuisine,"{'address': '7050 Warden Ave.', 'lat': 43.82123992030356, 'lng': -79.32548158289822, 'labeledLatLngs': [{'label': 'display', 'lat': 43.82123992030356, 'lng': -79.32548158289822}], 'cc': 'CA', 'city': 'Markham', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['7050 Warden Ave.', 'Markham ON', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
355,12,4c48e1e36594be9af3245324,Bikkuri Japanese Restaurant,"{'address': '1835 Yonge St. #101', 'crossStreet': 'at Balliol St', 'lat': 43.69664436996195, 'lng': -79.39635256109655, 'labeledLatLngs': [{'label': 'display', 'lat': 43.69664436996195, 'lng': -79.39635256109655}], 'postalCode': 'M4S 1X8', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1835 Yonge St. #101 (at Balliol St)', 'Toronto ON M4S 1X8', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
356,13,4b69b8ddf964a52000b02be3,Suki Japanese Cuisine,"{'address': '48 St. Clair Ave. E', 'crossStreet': 'at Ferndale Ave.', 'lat': 43.68866817066987, 'lng': -79.3918540007956, 'labeledLatLngs': [{'label': 'display', 'lat': 43.68866817066987, 'lng': -79.3918540007956}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['48 St. Clair Ave. E (at Ferndale Ave.)', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
357,14,5675a8ca498eed25e33986c9,Japanese Ramen King,"{'address': '3278 Midland Avenue', 'lat': 43.804684, 'lng': -79.288414, 'labeledLatLngs': [{'label': 'display', 'lat': 43.804684, 'lng': -79.288414}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['3278 Midland Avenue', 'Toronto ON', 'Canada']}","[{'id': '55a59bace4b013909087cb24', 'name': 'Ramen Restaurant', 'pluralName': 'Ramen Restaurants', 'shortName': 'Ramen', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
358,15,5f273512b230f759ae802385,Taiga Japanese Restaurant,"{'lat': 43.862468, 'lng': -79.48556, 'labeledLatLngs': [{'label': 'display', 'lat': 43.862468, 'lng': -79.48556}], 'postalCode': 'L6A 4H6', 'cc': 'CA', 'city': 'Vaughan', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['Vaughan ON L6A 4H6', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
359,16,4f777209e4b0df5436c04da7,Kenzo Japanese Ramen House,"{'address': '4860 Yonge St.', 'crossStreet': 'at Sheppard Ave.', 'lat': 43.762850505733084, 'lng': -79.41142619935471, 'labeledLatLngs': [{'label': 'display', 'lat': 43.762850505733084, 'lng': -79.41142619935471}], 'postalCode': 'M2N 5N2', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['4860 Yonge St. (at Sheppard Ave.)', 'Toronto ON M2N 5N2', 'Canada']}","[{'id': '55a59bace4b013909087cb24', 'name': 'Ramen Restaurant', 'pluralName': 'Ramen Restaurants', 'shortName': 'Ramen', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
360,17,4b78331ef964a520b9bb2ee3,Samjung Japanese Restaurant,"{'address': '1865 Leslie St', 'crossStreet': 'at Coldwater Rd', 'lat': 43.75525099504457, 'lng': -79.36032313234564, 'labeledLatLngs': [{'label': 'display', 'lat': 43.75525099504457, 'lng': -79.36032313234564}], 'postalCode': 'M3B 2M3', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1865 Leslie St (at Coldwater Rd)', 'Toronto ON M3B 2M3', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
361,18,4bd39b6b046076b0a58f7671,Japanese Gospel Church of Toronto,"{'address': '301 Silver Star Blvd', 'crossStreet': 'at McNicoll Ave', 'lat': 43.812481553187475, 'lng': -79.29446697235107, 'labeledLatLngs': [{'label': 'display', 'lat': 43.812481553187475, 'lng': -79.29446697235107}], 'postalCode': 'M1V 0B6', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['301 Silver Star Blvd (at McNicoll Ave)', 'Toronto ON M1V 0B6', 'Canada']}","[{'id': '4bf58dd8d48988d132941735', 'name': 'Church', 'pluralName': 'Churches', 'shortName': 'Church', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/religious_church_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
362,19,4bcf4569046076b0e8fa6d71,Nagoya Japanese Restaurant 名古屋日本料理,"{'address': '7750 Kennedy Rd', 'crossStreet': 'at 14th Ave', 'lat': 43.84292294524965, 'lng': -79.30554924283916, 'labeledLatLngs': [{'label': 'display', 'lat': 43.84292294524965, 'lng': -79.30554924283916}], 'postalCode': 'L3R 0V5', 'cc': 'CA', 'city': 'Markham', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['7750 Kennedy Rd (at 14th Ave)', 'Markham ON L3R 0V5', 'Canada']}","[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
363,20,4ae73054f964a5203ca921e3,Ki Modern Japanese + Bar,"{'address': '181 Bay St', 'crossStreet': 'at Wellington St. W', 'lat': 43.647223, 'lng': -79.3793738, 'labeledLatLngs': [{'label': 'display', 'lat': 43.647223, 'lng': -79.3793738}], 'postalCode': 'M5J 2T3', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['181 Bay St (at Wellington St. W)', 'Toronto ON M5J 2T3', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
364,21,5079be36e4b0258079c0bf13,Oriole-York Mills Japanese United Church,"{'crossStreet': 'Bayview and Heathcote', 'lat': 43.75362, 'lng': -79.38776, 'labeledLatLngs': [{'label': 'display', 'lat': 43.75362, 'lng': -79.38776}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['Bayview and Heathcote', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d132941735', 'name': 'Church', 'pluralName': 'Churches', 'shortName': 'Church', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/religious_church_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
365,22,570f98ef498ee697685f6fac,Total Japanese Domestic Motor,"{'address': '55 Midwest Road', 'crossStreet': 'Lawrence And Midland', 'lat': 43.75366914450886, 'lng': -79.26668415470886, 'labeledLatLngs': [{'label': 'display', 'lat': 43.75366914450886, 'lng': -79.26668415470886}], 'cc': 'CA', 'city': 'Scarborough', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['55 Midwest Road (Lawrence And Midland)', 'Scarborough ON', 'Canada']}","[{'id': '4bf58dd8d48988d124951735', 'name': 'Automotive Shop', 'pluralName': 'Automotive Shops', 'shortName': 'Automotive', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
366,23,591f89f1f5e9d739e0052e04,Roll N Bowl Korean & Japanese Cuisine,"{'address': '1157 Ellesmere Road', 'crossStreet': 'Midland and Ellesmere', 'lat': 43.764656, 'lng': -79.27101, 'labeledLatLngs': [{'label': 'display', 'lat': 43.764656, 'lng': -79.27101}], 'postalCode': 'M1P 5A1', 'cc': 'CA', 'city': 'Scarborough', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['1157 Ellesmere Road (Midland and Ellesmere)', 'Scarborough ON M1P 5A1', 'Canada']}","[{'id': '4bf58dd8d48988d142941735', 'name': 'Asian Restaurant', 'pluralName': 'Asian Restaurants', 'shortName': 'Asian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
367,24,5ce4a2269e0d54002cbde445,Gyubee Japanese Grill,"{'address': '109-3720 Midland Ave', 'lat': 43.815586, 'lng': -79.293106, 'labeledLatLngs': [{'label': 'display', 'lat': 43.815586, 'lng': -79.293106}], 'cc': 'CA', 'city': 'Scarborough', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['109-3720 Midland Ave', 'Scarborough ON', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
368,25,4af63562f964a5203d0222e3,Bikkuri Japanese,"{'address': '36 King St. E', 'crossStreet': 'at Victoria', 'lat': 43.649564308142, 'lng': -79.37632789169632, 'labeledLatLngs': [{'label': 'display', 'lat': 43.649564308142, 'lng': -79.37632789169632}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['36 King St. E (at Victoria)', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
369,26,4bae8846f964a52096bd3be3,Michi Japanese Restaurant & Sushi Bar,"{'address': '4848 Yonge St', 'lat': 43.76109, 'lng': -79.39968000020751, 'labeledLatLngs': [{'label': 'display', 'lat': 43.76109, 'lng': -79.39968000020751}], 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['4848 Yonge St', 'Toronto ON', 'Canada']}","[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
370,27,56919a8b498ed05fb7e55ca4,Nakamori Japanese Restaurant,"{'address': '2803 Eglinton Ave E', 'lat': 43.737003, 'lng': -79.24475, 'labeledLatLngs': [{'label': 'display', 'lat': 43.737003, 'lng': -79.24475}], 'postalCode': 'M1J 2E1', 'cc': 'CA', 'city': 'Scarborough', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['2803 Eglinton Ave E', 'Scarborough ON M1J 2E1', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
371,28,5bedd59e3ba767002c95c7de,Fuwa Fuwa Japanese Pancakes,"{'address': '2471 Yonge Street', 'lat': 43.711428532259085, 'lng': -79.39914554357529, 'labeledLatLngs': [{'label': 'display', 'lat': 43.711428532259085, 'lng': -79.39914554357529}], 'postalCode': 'M4P 2H6', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['2471 Yonge Street', 'Toronto ON M4P 2H6', 'Canada']}","[{'id': '4bf58dd8d48988d1d0941735', 'name': 'Dessert Shop', 'pluralName': 'Dessert Shops', 'shortName': 'Desserts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
372,29,4bfbf53d565f76b0532706db,Yoko Japanese Korean Restaurant,"{'address': '490 McNicoll Ave.', 'lat': 43.8049821, 'lng': -79.354616, 'labeledLatLngs': [{'label': 'display', 'lat': 43.8049821, 'lng': -79.354616}], 'cc': 'CA', 'city': 'Willowdale', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['490 McNicoll Ave.', 'Willowdale ON', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
373,30,4babf004f964a52025d73ae3,Sagano Japanese Restaurant,"{'address': '2035 Kennedy Rd', 'crossStreet': 'at Village Green Sq', 'lat': 43.77664499933209, 'lng': -79.28267609571084, 'labeledLatLngs': [{'label': 'display', 'lat': 43.77664499933209, 'lng': -79.28267609571084}], 'postalCode': 'M1T 3G2', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['2035 Kennedy Rd (at Village Green Sq)', 'Toronto ON M1T 3G2', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
374,31,4b90762cf964a5208c8b33e3,Kabuki Japanese Restaurant,"{'address': '2901 Bayview Ave, Unit 102B', 'crossStreet': 'Sheppard', 'lat': 43.76836482973082, 'lng': -79.38631883156744, 'labeledLatLngs': [{'label': 'display', 'lat': 43.76836482973082, 'lng': -79.38631883156744}], 'postalCode': 'M2K 1E6', 'cc': 'CA', 'city': 'North York', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['2901 Bayview Ave, Unit 102B (Sheppard)', 'North York ON M2K 1E6', 'Canada']}","[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
375,32,4ce8756ebaa6a1cd063d2e6c,Kenzo Japanese Noodle House,"{'address': '372 Bloor St. W.', 'crossStreet': 'Walmer Rd.', 'lat': 43.666295458907825, 'lng': -79.40600216294874, 'labeledLatLngs': [{'label': 'display', 'lat': 43.666295458907825, 'lng': -79.40600216294874}], 'postalCode': 'M5S 1X7', 'cc': 'CA', 'city': 'Toronto', 'state': 'ON', 'country': 'Canada', 'formattedAddress': ['372 Bloor St. W. (Walmer Rd.)', 'Toronto ON M5S 1X7', 'Canada']}","[{'id': '55a59bace4b013909087cb24', 'name': 'Ramen Restaurant', 'pluralName': 'Ramen Restaurants', 'shortName': 'Ramen', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}, 'primary': True}]",v-1603876300,False,
